1850253867554074953	RinStef3	'#DeepFake Lying #Kamala. #McDonalds'	2024-10-26 19:11:12	deep fake lying kamala mc donalds	#DeepFake #Kamala #McDonalds
1850262594092761557	Darfarleft	'#Kamala for #America! #Voteblue from sea to shining sea!'	2024-10-26 19:45:53	kamala america voteblue sea shining	#Kamala #America #Voteblue
1850262646962192471	AlaskanSqueeze	'#Kamala and the deep state #DemocraticParty wants to take away your #FreeSpeech... Here. Direct from the horses mouth ! #WeThePeople https://t.co/GglFfjkQNn'	2024-10-26 19:46:05	kamala deep state democratic party wants take away free speech direct horses mouth people	#Kamala #DemocraticParty #FreeSpeech #WeThePeople
1850262662481113139	LoveStopsHatred	'@isaiah_bb #Palestinians know #Kamala is better for them than #Trump https://t.co/aOxIrJZBfr'	2024-10-26 19:46:09	isaiahbb palestinians know kamala better trump	#Palestinians #Kamala #Trump
1850262745775751345	zanesmith2000	'Basically you have less rights than a package from Amazon #GenZ #USElection #Kamala #KamalaHarris'	2024-10-26 19:46:29	basically less rights package amazon gen z u election kamala harris	#GenZ #USElection #Kamala #KamalaHarris
1850262780106231983	TraceOutOfPlace	'@Mamabenergy2 @Logically_JC For shame! Appropriating a cancer victim's image to make a #Fake #Kamala #Scamala #McDonalds photo to try a prop up her LIES! Will you all just keep digging the holes deeper?'	2024-10-26 19:46:37	mamabenergy logicallyjc shame appropriating cancer victims image make fake kamala scamala mc donalds photo try prop lies keep digging holes deeper	#Fake #Kamala #Scamala #McDonalds
1850263040182100384	Aryo10340584	'When #kamala promises performance of #Beyonce and THIS is what you get. 🤡🤣 She can’t even follow her promises to her voters. Not surprised everyone left'	2024-10-26 19:47:39	kamala promises performance beyonce get cant even follow voters surprised everyone left	#kamala #Beyonce
1850263220038385972	Dangerman_1973	'#Kamala or #Trump WITH SIX BULLETS https://t.co/2aCbqLuGrO'	2024-10-26 19:48:22	kamala trump six bullets	#Kamala #Trump
1850263369552724123	cross_x_party	'@KamalaHQ Most news outlets are censoring #Trump and promoting #Kamala. Take #channel4news in the UK, they showed a clip of Beyoncé but not of @realDonaldTrump. The didn’t even mention #JoeRogan. So credit to Kamala HQ for pointing to Rogan so that everyone can make their own mind up.'	2024-10-26 19:48:58	kamalahq news outlets censoring trump promoting kamala take channel uk showed clip beyonc realdonaldtrump didnt even mention joe rogan credit hq pointing everyone make mind	#Trump #Kamala #channel4news #JoeRogan
1850263387156156921	AL_NEWS	'Watch this 3 minute video and tell me how you can support Kamala Harris? #Kamala #Harris #HarrisWalz #HarrisForThePeople #VoteBlue #VOTE #vote #VoteBlue2024People'	2024-10-26 19:49:02	watch minute video tell support kamala harris walz people vote blue v e	#Kamala #Harris #HarrisWalz #HarrisForThePeople #VoteBlue #VOTE #vote #VoteBlue2024People
1850263406059688234	stevejmcmillan	'The decision by the owner of the LA Times to cancel the paper’s planned endorsement of #Kamala Harris sent shock waves through the organization. What’s so shocking? Every paper I’ve worked at the guy who owns it makes the endorsement call. https://t.co/QrTnjbcC0A via @NYTimes'	2024-10-26 19:49:06	decision owner la times cancel papers planned endorsement kamala harris sent shock waves organization whats shocking every paper ive worked guy owns makes call via nytimes	#Kamala
1850263447973302330	Portabales_Hijo	'#Kamala #KamalaHarris #Anonymous #Beyonce #Illumination #PizzaGate #illuminati #Elite #puffdaddy https://t.co/XtxnmVFQ8u'	2024-10-26 19:49:16	kamala harris anonymous beyonce illumination pizza gate illuminati elite puffdaddy	#Kamala #KamalaHarris #Anonymous #Beyonce #Illumination #PizzaGate #illuminati #Elite #puffdaddy
1850263450418647341	CharlyStJames1	'✋🏽✋🏽✋🏽🙌🏽🙌🏽🙌🏽Raise your hand if you can’t wait for #Kamala win this election?!!'	2024-10-26 19:49:17	raise hand cant wait kamala win election	#Kamala
1850263592412622900	ATPSubstack	'US Election in Numbers: https://t.co/MMmHiOllTy #Trump #Kamala https://t.co/GH3pxMAbVK'	2024-10-26 19:49:51	us election numbers trump kamala	#Trump #Kamala
1850263623144259603	SameerAhme96946	'Wallpaper beautiful natural view #Wallpaper #INDvNZ #ViratKohli #தமிழகவெற்றிக்கழகம் #KamalaHarris2024 #Kamala https://t.co/XB9bR8vgSb'	2024-10-26 19:49:58	wallpaper beautiful natural view n dv z virat kohli kamala harris	#Wallpaper #INDvNZ #ViratKohli #தம #KamalaHarris2024 #Kamala
1850263756711899142	ross_ving	'As somebody who worked in media for many years, I am totally shocked by journalists who are adamant that their media outlets should endorse candidates in any election. Objectively, both candidates are horrible. #Election #WaPoMeltDown #media #Kamala #Trump'	2024-10-26 19:50:30	somebody worked media many years totally shocked journalists adamant outlets endorse candidates election objectively horrible wa po melt kamala trump	#Election #WaPoMeltDown #media #Kamala #Trump
1850264546050449648	Christian_Kott	'Was wetten wir, dass sich die ganzen #MSM- und #OERR-Demagogen, die die US-Präsidentschaftswahl für uns „einordnen“ in 1 Jahr kaum noch daran erinnern können, wer #Kamala #Harris war?'	2024-10-26 19:53:38	wetten wir dass sich die ganzen und e r rdemagogen usprsidentschaftswahl fr uns einordnen jahr kaum noch daran erinnern knnen wer kamala harris war	#MSM #OERR #Kamala #Harris
1850264942752235670	notbusinessweek	'Dems are using photoshopped pic as “proof” of Kamala working at Mcd. The last time they used blues was when #kamala was 11 lol. #Trump for the people #MAGA https://t.co/9NokG1GaLw'	2024-10-26 19:55:13	dems using photoshopped pic proof kamala working mcd last time used blues lol trump people g	#kamala #Trump #MAGA
1850264989288071227	ClareKuehn	'@NickJFuentes . Trump pivoted away from #Israel .... to #Russia-#Ukraine war, instead. 😡 #Trump #Rogan #JoeRogan #Kamala #Vance https://t.co/PTNONW0THS'	2024-10-26 19:55:24	nickjfuentes trump pivoted away israel russiaukraine war instead rogan joe kamala vance	#Israel #Russia #Ukraine #Trump #Rogan #JoeRogan #Kamala #Vance
1850265043444629764	Hatchett_MeganB	'@Rooster6691 Sure beats the Diddy List of endorsements from #Kamala 🇺🇸'	2024-10-26 19:55:37	rooster sure beats diddy list endorsements kamala	#Kamala
1850265056912810352	Desygn4D	'#Kamala is pure evil'	2024-10-26 19:55:40	kamala pure evil	#Kamala
1850265142107258990	keserbodo	'now close your eyes and imagine elon didn't buy twitter #trump #kamala'	2024-10-26 19:56:00	close eyes imagine elon didnt buy twitter trump kamala	#trump #kamala
1850265167033999682	TechnoViking600	'@MrAndyNgo @BillboardChris The fake #Kamala #McDonalds photo is beyond disturbing. The fact that so many Democrats believed the photo was real shows just how gullible and desperate these people are.'	2024-10-26 19:56:06	mrandyngo billboardchris fake kamala mc donalds photo beyond disturbing fact many democrats believed real shows gullible desperate people	#Kamala #McDonalds
1850265173908685078	Cutrolosophy	'It's actually insane #Kamala spoke about #Trump love of dictators and instead of cleaning it up, dude has doubled down by showing love to communist leader Xi ..he's literally playing in #Americans face..that's not a patriot..not even close.'	2024-10-26 19:56:08	actually insane kamala spoke trump love dictators instead cleaning dude doubled showing communist leader xi hes literally playing americans facethats patriotnot even close	#Kamala #Trump #Americans
1850265227775836525	Wizard_of_Ouzo	'@Leland_Palmer77 @bennyjohnson She did and said nothing the like. She bragged about her power to ruin people's lives forever with fake charges! #Kamala belongs lifelong in prison or psychiatry. #NeverHarris'	2024-10-26 19:56:21	lelandpalmer bennyjohnson said nothing like bragged power ruin peoples lives forever fake charges kamala belongs lifelong prison psychiatry never harris	#Kamala #NeverHarris
1850265228052992246	maz1014	'@tribelaw Well when #Kamala wins he'll be paying his fair share in taxes, finally.'	2024-10-26 19:56:21	tribelaw well kamala wins hell paying fair share taxes finally	#Kamala
1850265334269301199	cincitygirl	'#Kamala'	2024-10-26 19:56:46	kamala	#Kamala
1850265680878145601	RightnotLeft2	'The liberal media is silent. Have to get an India report. 'Slaps so hard I spin around.' Harris husband Doug Emhoff's ex-girlfriend speaks out about 2012 assault #DougEmhoff #Kamala https://t.co/i4KQXNZL7S'	2024-10-26 19:58:09	liberal media silent get india report slaps hard spin around harris husband doug emhoffs exgirlfriend speaks assault emhoff kamala	#DougEmhoff #Kamala
1850265802345157106	rodjpr	'https://t.co/3b76pzbIg0 Must watch and share how real people are suffering under the #democratic #socialist #Biden and #Kamala administration. Real facts. @realDonaldTrump @PBDsPodcast @GOP @TCNetwork @NEWSMAX @SkyNews @SkyNewsAust'	2024-10-26 19:58:38	must watch share real people suffering democratic socialist biden kamala administration facts realdonaldtrump pbdspodcast gop tcnetwork newsmax skynews skynewsaust	#democratic #socialist #Biden #Kamala
1850265827502858665	greeneyednosh	'#Kamala #HarrisWalz #KamalaIsALoser #KamalaThreatToOurRepublic #Beyoncé'	2024-10-26 19:58:44	kamala harris walz loser threat republic beyonc	#Kamala #HarrisWalz #KamalaIsALoser #KamalaThreatToOurRepublic #Beyoncé
1850265876492149075	voter55yrs	'@atensnut Apparently so! #Kamala Harris2024 rally in Houston drew over 30,000 voters and together they declared over and over: WE WONT GO BACK! The fascist trump drew a small crowd that got smaller as the arrogant prick made them wait again, this time for over 3 HOURS!!!!'	2024-10-26 19:58:55	atensnut apparently kamala harris rally houston drew voters together declared wont go back fascist trump small crowd got smaller arrogant prick made wait time hours	#Kamala
1850265905743208502	JackieDuVall8	'Our choice on November 5: A man who will fight for Christians or a woman who will fight hard against Christians. #Trump #Trump2024TheLastStand #Trump2024Vance #Trump2024 #Kamala #KamalaAintIt'	2024-10-26 19:59:02	choice november man fight christians woman hard trump last stand vance kamala aint	#Trump #Trump2024TheLastStand #Trump2024Vance #Trump2024 #Kamala #KamalaAintIt
1850265921580839352	AmericansPTSD	'@Bakari_Sellers #democrats “bait and switch”BS will backfire on #KamalaHarris tricking ppl to come to a free Beyonce concert, knowing no one would come out for 🤥 #Kamala 🤣'	2024-10-26 19:59:06	bakarisellers democrats bait switchbs backfire kamala harris tricking ppl come free beyonce concert knowing one would	#democrats #KamalaHarris #Kamala
1850265933799190613	JohnKlark	'@jrdnmdhl @McFaul Ok, I accept responsibility for my #vote as an American. If #Trump or #Kamala turn out to be the worst person in the world then in 4 years we get to pick someone better… Seems like the guardrails are still there to me! Relax 😎'	2024-10-26 19:59:09	jrdnmdhl mcfaul ok accept responsibility vote american trump kamala turn worst person world years get pick someone better seems like guardrails still relax	#vote #Trump #Kamala
1850265967399428146	Silver_Talker	'As if you Democrats needed a bigger wake up call. Your party is in shambles and it's not the party you think it is. When the organizing director Sierra Bowen for the Kamala campaign screams at a child, you've definitely lost. #seirrabowen #kamala #TrumpVance2024'	2024-10-26 19:59:17	democrats needed bigger wake call party shambles think organizing director sierra bowen kamala campaign screams child youve definitely lost seirrabowen trump vance	#seirrabowen #kamala #TrumpVance2024
1850265980242673728	RobThom01088853	'#kamala #admits #didnt https://t.co/fHTARbbhF6 #AmericasBestPicsAndVideos'	2024-10-26 19:59:20	kamala admits didnt americas best pics videos	#kamala #admits #didnt #AmericasBestPicsAndVideos
1850266008885367232	ajirondi	'We love you @KamalaHarris and we know you will take the United State of America forward #KamalaHarris2024 #Election #Kamala https://t.co/ye4fqngFNd'	2024-10-26 19:59:27	love kamalaharris know take united state america forward kamala harris election	#KamalaHarris2024 #Election #Kamala
1850266112686243985	NatlDay	'@GenFlynn is being too nice to the DegenerRAT DEMONcRATS .. #Jesus #Trump2024 #MAGA #MAHA #USA #Ireland #Canada #Poland #Japan #Australia #UFC #spacex #NASA @realDonaldTrump @JDVance @RobertKennedyJr @elonmusk #Christians #Catholics #Kamala #EU #WW3 #WaPoMeltDown #BTC #Crypto'	2024-10-26 19:59:52	genflynn nice degenerrat demoncrats jesus trump g h u ireland canada poland japan australia f c spacex n realdonaldtrump jdvance robertkennedyjr elonmusk christians catholics kamala e w wa po melt b crypto	#Jesus #Trump2024 #MAGA #MAHA #USA #Ireland #Canada #Poland #Japan #Australia #UFC #spacex #NASA #Christians #Catholics #Kamala #EU #WW3 #WaPoMeltDown #BTC #Crypto
1850266130184802534	Brydak1	'This woman right here is trash. Waiting for #Kamala to condemn this sick behavior. #JordanBowman https://t.co/m14LV1BfUG'	2024-10-26 19:59:56	woman right trash waiting kamala condemn sick behavior jordan bowman	#Kamala #JordanBowman
1850266185083896294	PhilRecovery20	'#Kamala Experiencing any of these problems? 1. Troubles with #coinappcrypto and #ExMarkets 2. Wallet security breach 3. Funds being inaccessible 4. Mistakenly transferred funds Feel free to seek help. #Hacked #elsed #bist100 #NFT #commaex #nicheswap #wofbee #ftkieo #3EXPM https://t.co/JteJPdtEvS'	2024-10-26 20:00:09	kamala experiencing problems troubles coinappcrypto ex markets wallet security breach funds inaccessible mistakenly transferred feel free seek help hacked elsed bist n f commaex nicheswap wofbee ftkieo e x p	#Kamala #coinappcrypto #ExMarkets #Hacked #elsed #bist100 #NFT #commaex #nicheswap #wofbee #ftkieo #3EXPM
1850266225609207897	PhilRecovery20	'#Kamala Experiencing any of these problems? 1. Troubles with #coinappcrypto and #ExMarkets 2. Wallet security breach 3. Funds being inaccessible 4. Mistakenly transferred funds Feel free to seek help. #Hacked #elsed #bist100 #NFT #commaex #nicheswap #wofbee #ftkieo #3EXPM https://t.co/7yHf744A2r'	2024-10-26 20:00:19	kamala experiencing problems troubles coinappcrypto ex markets wallet security breach funds inaccessible mistakenly transferred feel free seek help hacked elsed bist n f commaex nicheswap wofbee ftkieo e x p	#Kamala #coinappcrypto #ExMarkets #Hacked #elsed #bist100 #NFT #commaex #nicheswap #wofbee #ftkieo #3EXPM
1850266679282147839	ILA_NewsX	'@FFT1776 As soon as a woman, in either party, becomes the candidate through merit, she will win in a landslide. #DEI #CRT #Woke #Kamala https://t.co/gqWgMwRDRi'	2024-10-26 20:02:07	fft soon woman either party becomes candidate merit win landslide e c r woke kamala	#DEI #CRT #Woke #Kamala
1850266779576091028	FedUpwDemsLIES	'When #Kamala and @ProgressMatters is SO DESPERATE TO cover for Kamala- they do this- then get busted photoshopping @TeamTrump @DanScavino @JesseBWatters @ScottJenningsKY https://t.co/UYD7waC6nu'	2024-10-26 20:02:31	kamala progressmatters desperate cover get busted photoshopping teamtrump danscavino jessebwatters scottjenningsky	#Kamala
1850266841937223888	mayawiley	'We voted! Flatbush, Bklyn is voting early on day 1 of NY early voting. Me &amp; @HarlanMandel voted #FortheFuture, for joy, for freedom. We voted for our kids so they can choose. We voted 4 #Kamala&amp;TheCoach! Got to vote for my Soror &amp; friend @RepYvetteClarke &amp; Yes on Prop 1! #Vote https://t.co/xzrzXS76nV'	2024-10-26 20:02:46	voted flatbush bklyn voting early day ny amp harlanmandel forthe future joy freedom kids choose kamalaampthecoach got vote soror friend repyvetteclarke yes prop	#FortheFuture #Kamala #Vote
