datetime	tweet	hashtags	compound	sentiment_category
2024-10-26 17:17:31	hate harris read	#Harris	-0.5719	negative
2024-10-26 17:19:07	example shift towards supporting trump amongst american arabs despite previous muslim ban via nytimes amer ghalub hamtramck michigan arab l g b q harris election	#AmerGhalub #Hamtramck #Michigan #ArabAmerican #LGBTQ #Trump #Harris #election	0.7026	positive
2024-10-26 17:19:18	harris due strict outdoor control citizen clashed police	#Harris	0.0	neutral
2024-10-26 17:19:25	harris shanghai zhongshan park even buddha taken away police weapons nezha also confiscated	#Harris	-0.4404	negative
2024-10-26 17:19:46	kamala harris walz	#KamalaHarris #HarrisWalz2024 #harris #kamala	0.0	neutral
2024-10-26 17:20:07	fedt hai ragione la harris questi anni ha dimostrato di essere talmente stupida che perseguirebbe le guerre pianificate dallamministrazione biden democratico hanno solo modi ipocriti con quali raggirano gli americani	#Harris #Biden	0.34	positive
2024-10-26 17:20:09	impresionante esta gran realidad trump harris	#Trump #Harris	0.0	neutral
2024-10-26 17:20:41	nunl trump spreekt de waarheid gevaar voor harris die leugen haat verkondigd	#Trump2024 #Harris #haat	-0.5994	negative
2024-10-26 17:20:58	rexchapman u dont say horrible names didnt mention harris called trump hitler nazi unhinged unstable fascist host namecalling sides destructive amp hate speech encourages assassination attempts crazies see	#Harris #Trump	-0.9178	negative
2024-10-26 17:21:27	hear country party thedemocrats trump harris u election	#Trump #Harris #USElection2024	0.4019	positive
2024-10-26 17:22:05	poi magari dopo questo slogan propagandistico nfratoianni far il tifo per la harris che ci condurr dritto una guerra termonucleare	#Harris	0.0	neutral
2024-10-26 17:22:55	bish saywhaaat trump harris muslimsmatter vote	#bish #saywhaaat #trump #harris #muslimsmatter #vote	0.0	neutral
2024-10-26 17:23:40	boardcertified opens truth kama lies kamala harris	#kamaLies #Kamala #Harris	-0.128	negative
2024-10-26 17:24:03	kamalaharris harris elected shes admitted shed expand supreme court whats difference yes elections severe consequences	#Harris	0.7506	positive
2024-10-26 17:24:28	nov toxic trio infernale trumpmuskputin back oval office would seriously ask quit stay thinking citizens may become twitterquitters stop trump putin musk fake news twitter x harris	#StopTrump #StopPutin #StopMusk #FakeNews #Twitter #X #Harris	-0.7184	negative
2024-10-26 17:25:16	kamalaharris florida loves harris	#Harris	0.5719	positive
2024-10-26 17:25:57	newrepublic felixfelix yes election far harris dominating internet positivity power donald trump weak man pretending strong small big faithless righteous ak	#Harris	0.5574	positive
2024-10-26 17:26:19	practicalstocks gafollowers im going block loser fk mention gross disproportionately incarcerate black men make fun children fathers trump supporters truly worst people country vile empathy harris	#Harris	-0.8591	negative
2024-10-26 17:27:19	see court texas ag sues biden harris administration thousand potentially ineligible voters press release attorney general ken paxtons office said taking legal action dhs secretary alejandro mayorkas	#Texas #Biden #Harris	0.128	positive
2024-10-26 17:28:47	unconscionable us muslims vote harris trump parties represent candidates complicit genocide ethnic cleansing brothers amp sisters palestine amdottv iamcouncil	#Harris #Trump	0.4019	positive
2024-10-26 17:30:29	quedan escasos das para las elecciones de e u quin ganar donald trump nuevo kamala harris bajo la estela joe biden hablamos ello todo el periodo campaa electoral los candidatos en cdigo lisa	#elecciones #EEUU #Trump #Harris #Biden	0.0	neutral
2024-10-26 17:30:33	putting kennedy charge f like wolf guarding sheep trump donald harris kamala electionday	#Kennedy #FDA #Trump #DonaldTrump #Harris #KamalaHarris #electionday2024	0.3612	positive
2024-10-26 17:30:39	plus que jours avant llection et la dynamique semble aller du ct de donald trump egalit parfaite dans le dernier sondage ny times au vote populaire en pennsylvanie un etat harris doit gagner est devant selon lagrgateur sondages	#Trump #Harris	0.0	neutral
2024-10-26 17:31:41	millions old white guys america fascinated wwiito point history available channel yet wwii fancodgers cannot recognize xenophobic whack job like trump hitleristicism odd w harris	#WWII #trump #harris	0.5106	positive
2024-10-26 17:31:42	pathetic stupid numbers damage harris	#Harris	-0.8834	negative
2024-10-26 17:32:09	would complete fool believe investment wouldnt promises wins trump harris	#Trump #Harris	-0.7954	negative
2024-10-26 17:32:15	purpose terrorize young child democratic party ideas good forced woman needs outed danger children someone knows harris election democrats	#Harris #Election #Democrats	-0.7269	negative
2024-10-26 17:32:55	robbystarbuck needs everywhere much joy harris communist	#Harris #communist	0.5859	positive
2024-10-26 17:33:10	harris lies attendees think voters pathetic voting	#Harris #Harris	-0.7579	negative
2024-10-26 17:33:55	realchrisrufo reverse racism harris still people like cuban dont understand	#harris	-0.3818	negative
2024-10-26 17:33:58	many things im looking forward event harris win one minor ones removal next year j head merrick garland	#Harris #DOJ #MerrickGarland	0.5859	positive
2024-10-26 17:33:58	crazy vs competent fascist american felon prosecutor criminal lawandorder trump harris senjoniernst senkatiebritt marshablackburn cindyhydesmith senatorfischer repstefanik elisestefanik gop walz	#Fascist #Felon #Criminal #Trump #Harris #HarrisWalz2024	-0.7964	negative
2024-10-26 17:35:24	deptofdefense dont tell harris thinks nobody deployed	#Harris	0.0	neutral
2024-10-26 17:36:25	publicsenat sent un lger partipris pro harris walz trs rare il est vrai dans les mdias	#Harris #HarrisWalz2024	0.0	neutral
2024-10-26 17:37:53	kamala harris p u cares walz obviously vote blue ballot protect womens rights could dumb ass get cringe	#KamalaHarris2024 #Kamala #KamalaHarris4POTUS2024 #KamalaCaresForUS #HarrisWalz #HarrisWalz2024 #Harris #Harris_Walz2024 #HarrisWalzObviously #VoteBlueDownBallot #VoteBlue #VoteBlue2024ProtectWomensRights	-0.296	negative
2024-10-26 17:38:48	doctorhenryct bezos anti union harriswalz pro trumpvance strong unionthat	#harris	0.25	positive
2024-10-26 17:46:58	phoenix tucson snipers g p trump harris vote blue american taliban domestic violence election	#Phoenix #Tucson #snipers #GOP #Trump #Harris #VoteBlue #AmericanTaliban #DomesticViolence #ElectionViolence	-0.6249	negative
2024-10-26 17:47:55	markussoeder manche umfragen scheinen selbst wahlkampf zu sein cbsnews setzt mit yougov quasi arizona auf trump bis prozent fehlerquote sind gerade bei den geringen anzahl von befragten normal oder mehr sehen meistens harris vorne	#Harris	0.0	neutral
2024-10-26 17:48:06	kamala cares u harris walz loser v e g	#kamala #KamalaCaresForUS #Harris #Harris_Walz2024 #KamalaHarris #KamalaHarris2024 #KamalaIsALoser #VOTE #MAGA2024 #MAGA	-0.1027	negative
2024-10-26 17:48:22	elon musk trump harris biden meloni united nations teach dougie via youtube	#ElonMusk #Trump #Harris #Biden #Meloni #UnitedNations	0.4215	positive
2024-10-26 17:48:28	eddsmitty sick f harris landslide	#SickAF #Harris	-0.5106	negative
2024-10-26 17:50:15	harris shit show im talking michigan relatives genocide victims refusing palestinians convention sending richie torres future president childhood picture tweet hillary vibes balloon popping ad shite	#Harris	-0.8225	negative
2024-10-26 17:51:37	trump harris vote freedom g	#Trump2024 #Harris #MAGA	0.6369	positive
2024-10-26 17:52:24	live millnaire liran vatil surenchrir lien israel iran hezbollah nasrallah liban netanyahu syrie assad biden harris trump tel aviv teheran	#Israel #Iran #Hezbollah #Nasrallah #Liban #Hezbollah #Netanyahu #Syrie #Assad #biden #harris #Trump #TelAviv #Teheran	0.0	neutral
2024-10-26 17:52:28	live millnaire fautil soutenir encore plus isral lien israel iran hezbollah nasrallah liban netanyahu syrie assad biden harris trump tel aviv teheran	#Israel #Iran #Hezbollah #Nasrallah #Liban #Hezbollah #Netanyahu #Syrie #Assad #biden #harris #Trump #TelAviv #Teheran	0.0	neutral
2024-10-26 17:53:03	zijn erbij kamala harris en michelle obama komen zo spreken kalamazoo michigan meer weten luister al naar onze podcast chrisiserbij chrisaalberts hpdetijdnl harriswalz	#harris #harriswalz #kalamazoo	0.0	neutral
2024-10-26 17:53:07	live millnaire isral mnetil une guerre de civilisations comme laffirme netanyahu lien israel iran hezbollah nasrallah liban syrie assad biden harris trump tel aviv teheran	#Israel #Iran #Hezbollah #Nasrallah #Liban #Hezbollah #Netanyahu #Syrie #Assad #biden #harris #Trump #TelAviv #Teheran	0.0	neutral
2024-10-26 17:53:10	los maestros woodward bernstein denuncian al dueo del washington post el multimillonario bezos por impedir que diario apoye la candidatura de harris advierten peligro trump significa para democracia un gran ejemplo periodistas todo	#Woodward #Bernstein #WashingtonPost #Bezos #Harris #Trump #periodistas	0.0	neutral
2024-10-26 17:53:14	live millnaire que pensezvous des propos demmanuel macron en rponse ceux de netanyahu voquant les actes barbaries lien israel iran hezbollah nasrallah liban syrie assad biden harris trump tel aviv	#Israel #Iran #Hezbollah #Nasrallah #Liban #Hezbollah #Netanyahu #Syrie #Assad #biden #harris #Trump #TelAviv	0.0	neutral
2024-10-26 17:53:32	shes voting stein doesnt care trump wins politicsrss harris walz election elections waltz jill steinfor president	#HarrisWalz2024 #Harris #Harris_Walz2024 #election2024 #2024elections #Elections2024 #HarrisWaltz #JillSteinforPresident #JillStein	-0.6834	negative
2024-10-26 17:53:46	democratic party isarael egypt lebanon jordan gaza genocide harris u iran border crisis	#DemocraticParty #isarael #Egypt #Lebanon #Jordan #Gaza #GazaGenocide #Harris #USA #Iran #BorderCrisis	-0.34	negative
2024-10-26 17:54:18	starmer falling apologize says former mi chief sir richard dearlove labour partys linkedin call support kamala harris us election mean ukus relations trump takes office hear insights	#Labour #Harris #Trump	0.3612	positive
2024-10-26 17:56:00	dougwahl proud courageous bold people values virtues honesty principles integrity vs billionaires poor qualities harris still win womens native americans vote	#Harris	0.9628	positive
2024-10-26 17:56:23	kamala harris p u cares walz obviously vote blue ballot protect womens rights oh	#KamalaHarris2024 #Kamala #KamalaHarris4POTUS2024 #KamalaCaresForUS #HarrisWalz #HarrisWalz2024 #Harris #Harris_Walz2024 #HarrisWalzObviously #VoteBlueDownBallot #VoteBlue #VoteBlue2024ProtectWomensRights	0.6808	positive
2024-10-26 17:56:47	must watch g p criticizes harris calling trump fascist tappers rogue control room highlights double standard	#GOP #Harris #Trump #Tapper	-0.7184	negative
2024-10-26 17:57:44	collinrugg di caprio harris joy	#DiCaprio #Harris #Joy	0.5859	positive
2024-10-26 17:58:07	kamala harris americas best pics videos	#kamala #harris #just #AmericasBestPicsAndVideos	0.6369	positive
2024-10-26 17:58:28	live millnaire fautil faire tomber le rgime iranien lien israel iran hezbollah nasrallah liban netanyahu syrie assad biden harris trump tel aviv teheran	#Israel #Iran #Hezbollah #Nasrallah #Liban #Hezbollah #Netanyahu #Syrie #Assad #biden #harris #Trump #TelAviv #Teheran	0.0	neutral
2024-10-26 17:58:49	harris	#Harris	0.0	neutral
2024-10-26 17:59:01	que celui qui na jamais abandonn lysimaque et sleucos dans la plaine de couroupdion pour rciter les enjeux ultimes des swing states entre trump harris lui jette premire pierre message mon corps dinspection ceci est une blague rt	#Trump #Harris	0.0	neutral
2024-10-26 17:59:03	harris intoxication driving injury tik tok	#Harris #Intoxication #Driving #Injury #TikTok	-0.4215	negative
2024-10-26 18:00:00	obama bruce springsteen fuel harris campaign push georgia	#Obama #Harris	0.0	neutral
2024-10-26 18:00:05	j vance rips harris battleground georgia stop telling americans theyre bad wanting secureborder early voting hit recordlevels	#JDVance #rips #Harris #Americans #bad #wanting #secureborder #EarlyVoting #recordlevels #battleground #Georgia	-0.8126	negative
2024-10-26 18:01:11	lizchurchill one cares diddydiddlers supporting harris real people moral compass would never support democrats	#Harris #Democrats	0.5635	positive
2024-10-26 18:01:21	beyonce endorses kamala harris walz	#Harris #Beyonce #HarrisWalz2024	0.34	positive
2024-10-26 18:02:37	quand tu es avocate et que tessaies au commentaire de llection prsidentielle amricaine donne cette dclaration les sondages disent personnes couleur voteront plutt trump des noirs latinos amricains voter pour harris	#Trump #Harris	0.0	neutral
2024-10-26 18:03:34	kamala harris p u cares walz obviously vote blue ballot protect womens rights holy shit	#KamalaHarris2024 #Kamala #KamalaHarris4POTUS2024 #KamalaCaresForUS #HarrisWalz #HarrisWalz2024 #Harris #Harris_Walz2024 #HarrisWalzObviously #VoteBlueDownBallot #VoteBlue #VoteBlue2024ProtectWomensRights	0.25	positive
2024-10-26 18:03:38	realizing lose elections harris tries every way another lie investigating meetings elonmusk russian president understand even turkey elon played trick musk trump b	#ElonMusk #Trump2024 #Harris #ABD	-0.128	negative
2024-10-26 18:03:55	one week important fantasy history country get vote like delusions depend trump harris two party paradigm polarized minds	#Vote #Trump #Harris #TwoPartyParadigm #PolarizedMinds	0.7184	positive
